mcsteps,1,2,3,4,5,6,7,8,9,10
0,497.0,1067.0,972.0,108.0,29.0,0.0,123.0,0.0,0.0,29.0
10000,497.0,990.0,823.0,108.0,49.0,0.0,218.0,18.0,1.0,29.0
20000,497.0,911.0,710.0,108.0,74.0,0.0,276.0,27.0,22.0,29.0
30000,497.0,840.0,582.0,107.0,90.0,0.0,337.0,24.0,56.0,30.0
40000,497.0,761.0,470.0,105.0,112.0,0.0,371.0,39.0,87.0,32.0
50000,497.0,700.0,390.0,105.0,123.0,0.0,377.0,40.0,133.0,32.0
60000,497.0,638.0,315.0,105.0,136.0,1.0,385.0,39.0,181.0,32.0
70000,497.0,578.0,261.0,105.0,140.0,1.0,359.0,44.0,234.0,32.0
80000,497.0,514.0,212.0,105.0,147.0,1.0,350.0,36.0,285.0,32.0
90000,497.0,454.0,178.0,105.0,146.0,1.0,325.0,44.0,327.0,32.0
100000,497.0,445.0,242.0,113.0,149.0,1.0,313.0,39.0,380.0,37.0
110000,497.0,416.0,200.0,113.0,152.0,2.0,303.0,33.0,424.0,37.0
120000,497.0,389.0,161.0,113.0,143.0,2.0,283.0,43.0,463.0,37.0
130000,497.0,353.0,130.0,112.0,141.0,2.0,273.0,32.0,510.0,38.0
140000,497.0,317.0,106.0,112.0,147.0,2.0,257.0,28.0,548.0,38.0
150000,497.0,292.0,90.0,111.0,143.0,2.0,231.0,29.0,584.0,39.0
160000,497.0,256.0,72.0,111.0,142.0,2.0,198.0,38.0,623.0,39.0
170000,497.0,227.0,55.0,110.0,120.0,2.0,183.0,22.0,665.0,40.0
180000,497.0,195.0,46.0,109.0,116.0,1.0,160.0,24.0,693.0,41.0
190000,497.0,173.0,38.0,108.0,98.0,1.0,143.0,17.0,723.0,42.0
200000,497.0,177.0,109.0,116.0,82.0,1.0,146.0,23.0,743.0,47.0
210000,497.0,149.0,86.0,116.0,86.0,1.0,131.0,26.0,775.0,47.0
220000,497.0,128.0,68.0,116.0,79.0,1.0,123.0,17.0,804.0,47.0
230000,497.0,116.0,60.0,115.0,74.0,1.0,107.0,17.0,825.0,48.0
240000,497.0,104.0,49.0,113.0,76.0,1.0,89.0,22.0,846.0,50.0
250000,497.0,94.0,39.0,111.0,73.0,1.0,81.0,12.0,871.0,52.0
260000,497.0,81.0,31.0,109.0,64.0,1.0,73.0,10.0,888.0,54.0
270000,497.0,68.0,23.0,107.0,56.0,1.0,66.0,9.0,903.0,56.0
280000,497.0,56.0,20.0,106.0,52.0,1.0,59.0,5.0,916.0,57.0
290000,497.0,47.0,16.0,106.0,46.0,0.0,56.0,3.0,924.0,57.0
300000,497.0,53.0,94.0,116.0,39.0,0.0,68.0,7.0,930.0,60.0
310000,497.0,46.0,74.0,114.0,38.0,0.0,71.0,9.0,941.0,62.0
320000,497.0,39.0,55.0,108.0,35.0,0.0,76.0,10.0,952.0,68.0
