mcsteps,xCOM,yCOM,zCOM,il8,il1,il6,il10,tnf,tgf
760000,195,329,0,3.867198e-09,1.22278064e-11,3.0104341e-19,9.9875235e-34,3.0029129e-13,8.8553854e-17
760000,246,84,0,4.7707607e-09,3.132868e-11,4.2797946e-16,1.2429772e-24,4.324275e-16,1.3656817e-11
760000,277,405,0,5.4682077e-09,5.0148632e-11,3.185451e-16,1.4591805e-26,7.115895e-15,1.25647e-12
760000,409,196,0,3.6354146e-09,3.9796187e-11,4.101633e-13,6.91285e-19,3.0660888e-13,1.0432249e-11
760000,371,400,0,3.2036855e-09,4.2536382e-12,1.2477261e-12,1.621268e-17,3.184371e-20,6.985963e-12
760000,160,314,0,2.6781146e-09,1.8604167e-11,1.0508683e-26,0.0,6.3277673e-19,1.21465294e-11
760000,388,233,0,3.841376e-09,5.962362e-11,1.2686796e-16,4.0215894e-28,3.006087e-13,4.263341e-12
760000,133,370,0,3.2133165e-09,2.4760276e-12,1.1453181e-14,1.2765052e-21,9.192057e-27,1.4187408e-11
760000,117,84,0,2.8049985e-09,1.9745863e-11,1.5357395e-12,1.4734374e-16,1.1838413e-12,7.19085e-12
760000,412,345,0,4.9872413e-09,5.216689e-12,6.647754e-14,1.872067e-18,2.1671165e-21,3.3377044e-11
760000,106,314,0,4.5115613e-09,1.9607718e-11,4.4604145e-14,2.697477e-20,7.602197e-19,7.434472e-13
760000,329,165,0,4.5796558e-09,9.575662e-12,1.0660974e-23,5.84e-43,9.752669e-18,9.606236e-19
760000,106,147,0,3.840631e-09,2.8236503e-11,9.728149e-14,3.1449967e-18,3.6610058e-16,7.1306486e-14
760000,388,149,0,2.9934117e-09,5.981415e-11,7.781315e-12,5.2502e-15,2.3395131e-11,8.166984e-12
760000,164,204,0,4.127536e-09,4.354779e-13,7.391338e-14,1.1676359e-19,4.067821e-24,3.485719e-11
760000,72,114,0,3.3854641e-09,2.4381469e-11,1.3419959e-12,3.376618e-17,8.3851767e-16,1.8636867e-12
760000,341,344,0,3.3583305e-09,5.3073826e-12,1.183696e-11,2.4333664e-14,1.1141101e-16,2.4128013e-14
760000,98,214,0,4.952698e-09,1.7973097e-11,2.3523886e-15,3.8558724e-24,3.0029129e-13,1.4400546e-12
760000,115,133,0,4.2627852e-09,1.5490012e-11,8.250229e-12,2.4272388e-14,5.3017567e-15,9.752965e-12
760000,235,171,0,4.3940123e-09,2.079979e-12,5.646147e-22,1.911036e-39,1.2918766e-22,6.465243e-14
760000,377,148,0,3.797522e-09,7.872113e-12,1.356847e-11,2.464297e-14,1.0221394e-16,2.6715644e-14
760000,407,442,0,2.5859876e-09,4.4499765e-11,2.0085548e-15,1.6430342e-24,5.0476727e-11,4.141984e-11
760000,368,86,0,3.5123668e-09,1.526174e-11,2.3269136e-12,1.0984236e-16,7.44436e-20,8.925096e-12
760000,148,199,0,3.3386682e-09,8.851404e-12,6.4576567e-13,2.3740419e-18,6.62567e-17,8.56832e-13
760000,59,77,0,3.1110943e-09,3.6774254e-11,2.974221e-13,9.113623e-18,9.1550034e-17,8.734526e-11
760000,128,364,0,3.1329845e-09,9.003516e-13,4.0421484e-17,1.6078898e-27,1.1977703e-29,5.282259e-12
760000,373,247,0,3.172765e-09,1.7303247e-11,3.9435655e-19,7.2750686e-29,4.360672e-16,3.8395418e-13
760000,172,93,0,3.6754724e-09,1.2762186e-11,5.556665e-20,6.097308e-34,1.1802222e-14,3.3273244e-17
760000,346,186,0,3.6811318e-09,1.6485588e-12,1.9056886e-26,0.0,4.0289815e-27,1.5318418e-12
760000,241,68,0,3.3844962e-09,5.1356936e-11,3.0971585e-13,3.3365747e-19,2.8316724e-10,5.4630983e-12
760000,271,324,0,2.8765512e-09,2.6115419e-11,2.5307917e-26,0.0,3.729024e-11,7.201726e-17
760000,240,129,0,3.7158825e-09,1.3915599e-12,1.290242e-12,1.7996452e-17,7.712316e-22,2.7328772e-16
760000,175,402,0,2.6484799e-09,3.2610054e-11,5.2477266e-13,1.8389304e-18,2.056804e-12,1.944614e-12
760000,165,438,0,4.3686823e-09,7.428319e-12,4.1548753e-18,2.410283e-29,5.2914033e-20,1.6723994e-11
760000,83,81,0,3.6414185e-09,2.5913618e-11,1.6795889e-16,8.575988e-27,3.1851092e-18,4.4995428e-11
760000,193,402,0,2.8842284e-09,1.5912757e-11,1.0816234e-12,6.1092986e-17,4.227348e-16,4.6280327e-11
760000,177,220,0,3.456799e-09,1.2278154e-12,8.352061e-28,0.0,9.820473e-29,5.2250646e-16
760000,177,73,0,4.056017e-09,2.1082892e-11,3.358533e-14,3.1951721e-21,5.0392318e-20,1.0705265e-13
760000,267,212,0,4.1844914e-09,4.0873754e-12,2.0800808e-17,1.827313e-27,3.363098e-24,4.0122558e-14
760000,370,443,0,3.2627205e-09,1.8467462e-11,3.1995757e-11,3.0410751e-13,1.4128152e-13,1.9292495e-11
760000,169,245,0,4.86833e-09,1.7973402e-12,5.81e-42,0.0,1.3639474e-25,4.1253658e-17
760000,306,392,0,3.972151e-09,7.0388194e-13,3.389492e-16,1.0648628e-26,5.3813018e-30,9.874917e-12
760000,196,365,0,3.7185455e-09,3.5509592e-11,1.6785544e-17,1.5758433e-29,2.0469417e-16,5.7512493e-12
760000,100,342,0,3.2535536e-09,6.1610057e-12,1.0244525e-16,2.7396043e-24,5.869157e-20,1.5717626e-13
760000,328,213,0,3.070034e-09,2.5737367e-11,6.76309e-40,0.0,1.1462996e-13,6.668065e-17
760000,277,238,0,3.743083e-09,3.3376847e-12,1.8594073e-30,0.0,2.5479705e-21,5.8717086e-20
760000,156,65,0,3.3739236e-09,5.5098245e-11,5.9692872e-15,3.3676515e-22,3.2246417e-11,2.3357108e-11
760000,444,184,0,2.795474e-09,8.519935e-12,2.3440269e-11,1.9709999e-13,3.882497e-15,7.914524e-13
760000,52,345,0,3.5630425e-09,3.0601563e-11,1.874433e-12,4.488396e-16,4.336849e-11,4.8213144e-12
760000,234,424,0,3.0226095e-09,1.7566441e-11,3.8735504e-11,5.4144775e-12,3.2728278e-10,6.1482854e-11
760000,73,66,0,3.5648962e-09,4.0429673e-11,1.5630636e-11,1.0354747e-14,1.32842405e-14,2.1871886e-11
760000,362,434,0,3.6736796e-09,1.9634842e-11,2.765741e-15,4.081823e-24,8.476128e-15,4.590659e-11
760000,305,61,0,2.8067062e-09,1.8156915e-11,2.7228625e-12,1.5196208e-16,8.385529e-16,4.7639604e-11
