mcsteps,1,2,3,4,5,6,7,8,9,10
0,997.0,1058.0,978.0,110.0,32.0,0.0,117.0,0.0,0.0,28.0
10000,997.0,968.0,838.0,110.0,60.0,0.0,203.0,8.0,2.0,28.0
20000,997.0,902.0,732.0,110.0,75.0,0.0,247.0,26.0,9.0,28.0
30000,997.0,830.0,633.0,110.0,91.0,0.0,290.0,21.0,30.0,28.0
40000,997.0,757.0,529.0,109.0,103.0,0.0,342.0,23.0,25.0,29.0
50000,997.0,669.0,450.0,109.0,121.0,0.0,354.0,40.0,30.0,29.0
60000,997.0,609.0,379.0,109.0,125.0,0.0,369.0,38.0,44.0,29.0
70000,997.0,546.0,325.0,109.0,139.0,0.0,376.0,31.0,42.0,29.0
80000,997.0,494.0,268.0,108.0,135.0,0.0,367.0,44.0,39.0,30.0
90000,997.0,431.0,209.0,108.0,148.0,0.0,352.0,42.0,54.0,30.0
100000,997.0,418.0,274.0,118.0,162.0,0.0,332.0,49.0,46.0,33.0
110000,997.0,383.0,213.0,117.0,175.0,0.0,318.0,50.0,59.0,34.0
120000,997.0,333.0,176.0,117.0,187.0,0.0,302.0,39.0,56.0,34.0
130000,997.0,300.0,145.0,117.0,183.0,0.0,280.0,35.0,45.0,34.0
140000,997.0,277.0,116.0,117.0,169.0,0.0,259.0,38.0,38.0,34.0
150000,997.0,255.0,95.0,117.0,151.0,0.0,226.0,37.0,47.0,34.0
160000,997.0,231.0,78.0,115.0,143.0,0.0,199.0,37.0,42.0,36.0
170000,997.0,199.0,63.0,115.0,145.0,0.0,175.0,26.0,45.0,36.0
180000,997.0,167.0,49.0,115.0,138.0,0.0,167.0,15.0,31.0,36.0
190000,997.0,147.0,44.0,115.0,122.0,0.0,142.0,19.0,23.0,36.0
200000,997.0,149.0,124.0,125.0,99.0,0.0,136.0,25.0,20.0,39.0
210000,997.0,139.0,93.0,125.0,95.0,0.0,134.0,21.0,28.0,39.0
220000,997.0,121.0,74.0,125.0,88.0,0.0,128.0,15.0,27.0,39.0
230000,997.0,109.0,59.0,125.0,84.0,0.0,115.0,16.0,22.0,39.0
240000,997.0,97.0,46.0,125.0,78.0,0.0,102.0,16.0,24.0,39.0
250000,997.0,81.0,36.0,125.0,82.0,0.0,96.0,7.0,22.0,39.0
260000,997.0,70.0,30.0,124.0,78.0,0.0,90.0,7.0,11.0,40.0
270000,997.0,63.0,23.0,124.0,64.0,0.0,73.0,17.0,11.0,40.0
280000,997.0,53.0,19.0,124.0,59.0,0.0,59.0,11.0,22.0,40.0
290000,997.0,45.0,17.0,124.0,49.0,0.0,47.0,11.0,14.0,40.0
300000,997.0,55.0,96.0,132.0,34.0,0.0,58.0,5.0,16.0,45.0
310000,997.0,50.0,73.0,132.0,34.0,0.0,69.0,5.0,9.0,45.0
320000,997.0,47.0,55.0,132.0,31.0,0.0,67.0,10.0,12.0,45.0
330000,997.0,43.0,42.0,132.0,31.0,0.0,61.0,11.0,16.0,45.0
340000,997.0,38.0,36.0,132.0,28.0,0.0,54.0,6.0,17.0,45.0
350000,997.0,32.0,28.0,132.0,25.0,0.0,49.0,5.0,13.0,45.0
360000,997.0,30.0,19.0,132.0,22.0,0.0,43.0,8.0,8.0,45.0
370000,997.0,29.0,13.0,131.0,21.0,0.0,40.0,7.0,8.0,46.0
380000,997.0,26.0,10.0,131.0,20.0,0.0,37.0,2.0,10.0,46.0
390000,997.0,21.0,10.0,129.0,17.0,0.0,29.0,6.0,4.0,48.0
400000,997.0,31.0,79.0,139.0,13.0,0.0,54.0,5.0,7.0,51.0
410000,997.0,30.0,55.0,138.0,12.0,0.0,63.0,9.0,9.0,52.0
420000,997.0,27.0,43.0,138.0,12.0,0.0,63.0,5.0,13.0,52.0
430000,997.0,26.0,37.0,138.0,11.0,1.0,54.0,11.0,8.0,52.0
440000,997.0,18.0,30.0,137.0,15.0,1.0,38.0,7.0,24.0,53.0
450000,997.0,16.0,20.0,137.0,16.0,1.0,31.0,10.0,12.0,53.0
460000,997.0,15.0,13.0,137.0,13.0,1.0,31.0,2.0,13.0,53.0
470000,997.0,13.0,9.0,136.0,9.0,0.0,25.0,4.0,5.0,54.0
480000,997.0,10.0,6.0,136.0,10.0,0.0,23.0,4.0,4.0,54.0
490000,997.0,10.0,2.0,136.0,8.0,0.0,20.0,5.0,4.0,54.0
500000,997.0,19.0,71.0,145.0,7.0,0.0,45.0,5.0,6.0,58.0
510000,997.0,17.0,59.0,145.0,6.0,0.0,42.0,8.0,9.0,58.0
520000,997.0,17.0,45.0,144.0,4.0,0.0,36.0,9.0,15.0,59.0
530000,997.0,15.0,29.0,144.0,4.0,0.0,42.0,6.0,11.0,59.0
540000,997.0,15.0,20.0,144.0,4.0,0.0,40.0,7.0,10.0,59.0
550000,997.0,12.0,13.0,144.0,4.0,0.0,38.0,4.0,11.0,59.0
560000,997.0,11.0,6.0,144.0,4.0,0.0,30.0,6.0,9.0,59.0
570000,997.0,11.0,5.0,143.0,3.0,0.0,27.0,2.0,8.0,60.0
580000,997.0,8.0,4.0,143.0,4.0,0.0,23.0,3.0,4.0,60.0
590000,997.0,6.0,3.0,143.0,5.0,0.0,22.0,0.0,5.0,60.0
600000,996.0,15.0,72.0,152.0,5.0,0.0,49.0,2.0,2.0,64.0
610000,996.0,12.0,46.0,152.0,7.0,0.0,51.0,13.0,11.0,64.0
620000,996.0,9.0,31.0,152.0,8.0,0.0,55.0,5.0,18.0,64.0
630000,996.0,9.0,25.0,151.0,7.0,0.0,47.0,11.0,8.0,65.0
640000,996.0,6.0,19.0,151.0,6.0,0.0,42.0,9.0,13.0,65.0
650000,996.0,5.0,12.0,149.0,7.0,0.0,39.0,7.0,23.0,67.0
660000,996.0,5.0,9.0,149.0,7.0,0.0,34.0,2.0,35.0,67.0
670000,996.0,4.0,8.0,149.0,7.0,0.0,31.0,4.0,37.0,67.0
680000,996.0,3.0,3.0,149.0,6.0,0.0,27.0,4.0,44.0,67.0
690000,996.0,3.0,3.0,148.0,5.0,0.0,24.0,2.0,49.0,68.0
700000,996.0,12.0,75.0,158.0,5.0,0.0,44.0,7.0,52.0,71.0
710000,996.0,11.0,50.0,158.0,4.0,0.0,59.0,6.0,61.0,71.0
720000,996.0,8.0,34.0,157.0,4.0,0.0,55.0,7.0,74.0,72.0
730000,996.0,8.0,22.0,155.0,4.0,0.0,54.0,8.0,84.0,74.0
740000,996.0,7.0,17.0,155.0,3.0,0.0,45.0,10.0,96.0,74.0
750000,996.0,6.0,12.0,154.0,3.0,0.0,40.0,7.0,109.0,75.0
760000,996.0,6.0,9.0,153.0,3.0,0.0,31.0,6.0,121.0,76.0
770000,996.0,5.0,3.0,152.0,3.0,0.0,32.0,3.0,129.0,77.0
780000,996.0,5.0,0.0,149.0,2.0,0.0,29.0,2.0,136.0,80.0
790000,996.0,2.0,0.0,149.0,3.0,0.0,23.0,2.0,142.0,80.0
800000,996.0,10.0,70.0,159.0,5.0,0.0,49.0,3.0,145.0,83.0
810000,996.0,8.0,42.0,159.0,6.0,0.0,58.0,11.0,152.0,83.0
820000,996.0,7.0,29.0,157.0,6.0,0.0,48.0,12.0,172.0,85.0
830000,996.0,6.0,21.0,156.0,6.0,0.0,46.0,4.0,188.0,86.0
840000,996.0,6.0,17.0,154.0,6.0,0.0,33.0,5.0,203.0,88.0
850000,996.0,4.0,16.0,153.0,6.0,0.0,23.0,6.0,213.0,89.0
