meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,7.030174e-10,0.0,0.0,0.0,0.0,0.0,3.4411884e-10,0.0,0.0,0.0,0.0,0.0
10000,8.108742e-10,6.2494983e-12,0.0,0.0,1.1315408e-11,0.0,5.4076477e-10,1.1891652e-10,0.0,0.0,2.1558745e-10,0.0
20000,8.762682e-10,1.791356e-11,4.4848665e-12,9.315904e-13,3.351808e-11,1.937105e-12,6.2852795e-10,1.9965793e-10,1.2452868e-10,2.5867369e-11,3.6393502e-10,7.603796e-11
30000,9.317243e-10,2.342841e-11,1.0901479e-11,2.2644454e-12,4.5155397e-11,5.903601e-12,6.809261e-10,2.2916603e-10,1.9396998e-10,4.029186e-11,4.161478e-10,1.3017268e-10
40000,9.729798e-10,3.3808588e-11,2.3698854e-11,4.8879247e-12,6.881121e-11,2.0395729e-11,7.232425e-10,2.743828e-10,2.842707e-10,5.904278e-11,5.0543303e-10,2.453939e-10
50000,1.0200678e-09,4.4143005e-11,2.1467212e-11,4.427682e-12,8.801538e-11,4.1885197e-11,7.557811e-10,3.1122913e-10,2.7065616e-10,5.6209655e-11,5.774028e-10,3.4862807e-10
60000,1.0572264e-09,5.6938843e-11,2.1113888e-11,4.3504952e-12,1.08909326e-10,6.5995744e-11,7.793217e-10,3.510893e-10,2.6824626e-10,5.5702158e-11,6.447464e-10,4.4193732e-10
70000,1.0986487e-09,6.438666e-11,3.1836762e-11,6.5341196e-12,1.2481956e-10,1.0385942e-10,8.0292073e-10,3.7188952e-10,3.2808078e-10,6.8117394e-11,6.835117e-10,5.4314064e-10
80000,1.1328589e-09,6.6621736e-11,8.945075e-12,1.7629223e-12,1.2153027e-10,1.2885512e-10,8.256221e-10,3.7711279e-10,1.7004682e-10,3.5216868e-11,6.906801e-10,5.95447e-10
90000,1.1743709e-09,6.860833e-11,3.2501307e-11,6.8499724e-12,1.2989944e-10,1.5311537e-10,8.4013824e-10,3.7714665e-10,3.2888828e-10,6.93088e-11,6.9584594e-10,6.498789e-10
100000,1.1951168e-09,7.938647e-11,1.582652e-11,3.0769092e-12,1.4338783e-10,2.0823017e-10,8.59744e-10,4.0527504e-10,2.2310596e-10,4.6149508e-11,7.445684e-10,7.51037e-10
110000,1.2087482e-09,8.641929e-11,3.735279e-11,7.83718e-12,1.6074495e-10,2.6870792e-10,8.7981533e-10,4.2075524e-10,3.4781364e-10,7.37136e-11,7.7283324e-10,8.4334817e-10
120000,1.250269e-09,9.2497114e-11,1.1520741e-11,2.1692348e-12,1.6370331e-10,3.2497818e-10,8.920325e-10,4.3374465e-10,1.8718267e-10,3.873454e-11,7.9631446e-10,9.1882807e-10
130000,1.2719837e-09,9.403463e-11,2.8771837e-11,5.8729874e-12,1.7214855e-10,3.3412662e-10,9.10805e-10,4.350268e-10,3.1086658e-10,6.455107e-11,8.0508666e-10,9.3037017e-10
140000,1.3038726e-09,9.753828e-11,2.9837112e-11,6.1953194e-12,1.8274875e-10,3.7730744e-10,9.1996183e-10,4.3851311e-10,3.111664e-10,6.553125e-11,8.274365e-10,9.817007e-10
150000,1.3279757e-09,1.1073376e-10,3.082761e-11,6.271939e-12,2.0191282e-10,4.1591042e-10,9.362243e-10,4.688582e-10,3.175976e-10,6.6397186e-11,8.689505e-10,1.0164186e-09
160000,1.3604556e-09,9.6473836e-11,3.3933627e-11,6.7854372e-12,1.7000101e-10,4.8733145e-10,9.449401e-10,4.326384e-10,3.3136655e-10,6.875652e-11,7.9591045e-10,1.0917313e-09
170000,1.3963884e-09,9.628319e-11,3.8038187e-11,7.625867e-12,1.706305e-10,5.260607e-10,9.589652e-10,4.3026424e-10,3.5287562e-10,7.326106e-11,7.950976e-10,1.1280452e-09
180000,1.4630144e-09,1.0727322e-10,1.2982876e-11,2.5443256e-12,1.8635839e-10,5.4952265e-10,9.489708e-10,4.5447002e-10,1.9056774e-10,4.106029e-11,8.5635427e-10,1.14011e-09
190000,1.4862124e-09,8.468115e-11,1.34672135e-11,2.8069606e-12,1.4844398e-10,6.1174976e-10,9.724229e-10,3.928834e-10,1.9123121e-10,4.2358846e-11,7.506632e-10,1.1945415e-09
200000,1.5266834e-09,7.0287526e-11,2.14046e-11,4.3149672e-12,1.1739872e-10,6.293782e-10,9.756731e-10,3.4799308e-10,2.5504474e-10,5.4206875e-11,6.631059e-10,1.2068747e-09
210000,1.5291544e-09,6.7759534e-11,1.3938109e-11,2.6358694e-12,1.10267e-10,6.5643607e-10,9.946265e-10,3.3866515e-10,1.9076103e-10,4.070303e-11,6.465118e-10,1.2181348e-09
