meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,7.018526e-10,0.0,0.0,0.0,0.0,0.0,3.4616143e-10,0.0,0.0,0.0,0.0,0.0
10000,8.062754e-10,4.652427e-12,0.0,0.0,8.43442e-12,0.0,5.440605e-10,1.0270407e-10,0.0,0.0,1.861951e-10,0.0
20000,8.840665e-10,1.0417417e-11,4.520124e-12,9.388877e-13,2.0325224e-11,3.597501e-29,6.26779e-10,1.5322395e-10,1.2501482e-10,2.5968346e-11,2.8078043e-10,0.0
30000,9.2581764e-10,2.1508994e-11,1.0894014e-11,2.258937e-12,4.243007e-11,5.632147e-12,6.88017e-10,2.1949385e-10,1.9390342e-10,4.024298e-11,4.0276443e-10,1.2962069e-10
40000,9.741924e-10,3.6627736e-11,1.4884134e-11,3.0904678e-12,7.0695214e-11,9.377033e-12,7.243008e-10,2.8525426e-10,2.2647081e-10,4.704307e-11,5.210422e-10,1.654884e-10
50000,1.0230519e-09,4.7708726e-11,1.9216009e-11,3.9720154e-12,8.9851016e-11,1.8859362e-11,7.569111e-10,3.206196e-10,2.565826e-10,5.3292624e-11,5.854303e-10,2.336804e-10
60000,1.0750756e-09,4.5964423e-11,1.4973904e-11,3.0967709e-12,8.606241e-11,2.1036436e-11,7.817474e-10,3.1962508e-10,2.2667884e-10,4.7086213e-11,5.937816e-10,2.4548297e-10
70000,1.1382297e-09,4.6971094e-11,2.3270592e-11,4.921263e-12,9.054075e-11,1.4383943e-11,7.986903e-10,3.1998693e-10,2.7983635e-10,5.908512e-11,5.840193e-10,1.9851498e-10
80000,1.1645495e-09,6.186052e-11,3.679702e-11,7.608081e-12,1.2235203e-10,2.8581248e-11,8.293821e-10,3.634427e-10,3.5411166e-10,7.355529e-11,6.72516e-10,2.880554e-10
90000,1.2368594e-09,7.816636e-11,3.581581e-11,7.3690914e-12,1.4873165e-10,3.328006e-11,8.373785e-10,4.0960127e-10,3.4829115e-10,7.232387e-11,7.4531914e-10,3.0992486e-10
100000,1.2776571e-09,8.22773e-11,2.9526263e-11,6.0152248e-12,1.5486885e-10,3.0289757e-11,8.5310864e-10,4.1673398e-10,3.1487352e-10,6.537845e-11,7.6482887e-10,2.922957e-10
110000,1.3092184e-09,8.80611e-11,3.7379662e-11,7.757388e-12,1.6698366e-10,3.0082433e-11,8.675742e-10,4.2762865e-10,3.5270448e-10,7.400234e-11,8.008701e-10,2.9219713e-10
120000,1.36143e-09,8.0431606e-11,1.6768514e-11,3.3155046e-12,1.4655713e-10,3.5320625e-11,8.80382e-10,4.0924242e-10,2.3303226e-10,4.8311688e-11,7.514721e-10,3.12689e-10
130000,1.4114221e-09,8.871823e-11,3.4632536e-11,7.0921654e-12,1.6801092e-10,2.5755875e-11,8.906165e-10,4.2786166e-10,3.3667183e-10,7.06838e-11,8.0559165e-10,2.649847e-10
140000,1.4578857e-09,9.4118116e-11,4.576112e-11,9.462252e-12,1.8131886e-10,3.5988282e-11,8.969429e-10,4.3562262e-10,3.873293e-10,8.1390464e-11,8.149618e-10,3.1559966e-10
150000,1.5236452e-09,1.12614584e-10,3.2431478e-11,6.46623e-12,2.0955937e-10,4.1963124e-11,8.9760904e-10,4.76318e-10,3.2130398e-10,6.720476e-11,8.892657e-10,3.3892536e-10
160000,1.5618349e-09,1.1938535e-10,3.6395147e-11,7.152823e-12,2.2067922e-10,3.4320137e-11,9.115954e-10,4.870735e-10,3.438713e-10,7.084974e-11,9.0717234e-10,3.0257225e-10
170000,1.6215093e-09,1.13382984e-10,3.1247595e-11,6.1813454e-12,2.0868092e-10,3.47713e-11,9.090863e-10,4.75792e-10,3.1684777e-10,6.569257e-11,8.9085006e-10,3.0526517e-10
180000,1.677551e-09,1.09167966e-10,2.7678701e-11,5.6293047e-12,2.0197367e-10,4.001296e-11,9.062131e-10,4.624035e-10,2.926897e-10,6.1804215e-11,8.697945e-10,3.3010056e-10
190000,1.7468568e-09,1.06135524e-10,2.8547657e-11,5.5047464e-12,2.0563538e-10,2.71224e-11,8.9909497e-10,4.5789184e-10,2.9639646e-10,6.13816e-11,9.133296e-10,2.675525e-10
200000,1.7789927e-09,9.7367434e-11,2.142039e-11,4.4690753e-12,1.7536751e-10,2.7725038e-11,9.021424e-10,4.3321913e-10,2.4900004e-10,5.368339e-11,8.2683305e-10,2.6729768e-10
210000,1.8230217e-09,7.4000445e-11,2.627869e-11,5.2967977e-12,1.3324866e-10,3.696933e-11,9.1221464e-10,3.6558934e-10,2.8309885e-10,5.951476e-11,7.0517625e-10,3.143999e-10
220000,1.8730517e-09,8.4020076e-11,2.4246891e-11,4.9170733e-12,1.474177e-10,2.4593652e-11,9.1155067e-10,3.9196216e-10,2.6324576e-10,5.7116683e-11,7.4873063e-10,2.459135e-10
230000,1.9195436e-09,8.138609e-11,2.306003e-11,4.495044e-12,1.4778054e-10,2.8168488e-11,9.1179037e-10,3.8321232e-10,2.5914737e-10,5.473754e-11,7.4354106e-10,2.610515e-10
240000,1.9706092e-09,7.012592e-11,1.8718378e-11,3.5182816e-12,1.2559194e-10,2.1000366e-11,9.0940233e-10,3.505103e-10,2.2744572e-10,4.8413513e-11,6.85913e-10,2.2069471e-10
250000,2.0166742e-09,7.468243e-11,2.5921187e-11,5.2384113e-12,1.3006614e-10,1.7005775e-11,9.0306856e-10,3.645487e-10,2.749344e-10,5.8451174e-11,6.9495504e-10,1.8794595e-10
260000,2.0626645e-09,7.364144e-11,1.9864187e-11,3.680318e-12,1.2796116e-10,2.432256e-11,9.03647e-10,3.592055e-10,2.3945187e-10,4.9577998e-11,6.9096584e-10,2.3828275e-10
270000,2.1051891e-09,8.0459264e-11,2.0313095e-11,3.7990375e-12,1.4167574e-10,2.3074674e-11,9.0242663e-10,3.76402e-10,2.4049232e-10,4.9857028e-11,7.2685125e-10,2.2418045e-10
280000,2.1727091e-09,7.2783855e-11,1.16651445e-11,2.003579e-12,1.2558453e-10,2.317688e-11,8.758676e-10,3.5400885e-10,1.7237291e-10,3.5636e-11,7.247806e-10,2.281392e-10
290000,2.2051438e-09,7.198642e-11,3.1712823e-11,6.1679555e-12,1.2918555e-10,1.6182063e-11,8.857971e-10,3.4523787e-10,3.1644792e-10,6.531315e-11,6.8341777e-10,1.7253668e-10
300000,2.2266593e-09,6.385531e-11,1.811397e-11,3.496995e-12,1.173635e-10,3.099654e-11,8.963962e-10,3.1956224e-10,2.2246026e-10,4.6773065e-11,6.5614325e-10,2.7011748e-10
310000,2.256576e-09,4.7575218e-11,9.157529e-12,1.4803532e-12,7.541523e-11,1.38872915e-11,9.1033625e-10,2.5421493e-10,1.4182694e-10,2.9355452e-11,5.252408e-10,1.5047397e-10
320000,2.2926618e-09,6.158409e-11,6.248544e-12,9.290407e-13,1.01639565e-10,1.949076e-11,9.02935e-10,3.0777034e-10,1.0138804e-10,2.0990371e-11,6.2063094e-10,1.934468e-10
330000,2.3417954e-09,5.960642e-11,9.003386e-12,1.4625065e-12,9.630418e-11,6.4171025e-12,8.898915e-10,3.0328637e-10,1.4217723e-10,2.94699e-11,6.156327e-10,2.1813776e-11
340000,2.3475568e-09,5.730927e-11,9.544626e-12,1.8084495e-12,9.5610575e-11,1.950873e-11,9.151219e-10,2.911224e-10,1.4230443e-10,3.1256685e-11,5.971928e-10,1.9249789e-10
350000,2.3815778e-09,5.508961e-11,1.2635197e-11,2.1313752e-12,9.2283e-11,1.9730507e-11,9.1886976e-10,2.843761e-10,1.7368329e-10,3.6028635e-11,5.7927524e-10,1.9527109e-10
360000,2.4262878e-09,5.79049e-11,9.457505e-12,2.0144136e-12,9.4544046e-11,1.6640947e-11,9.077239e-10,2.939773e-10,1.4324311e-10,3.2472813e-11,5.865349e-10,1.736218e-10
370000,2.4607412e-09,5.4105248e-11,9.576277e-12,1.6020718e-12,8.7242394e-11,1.5184453e-11,9.076375e-10,2.8140398e-10,1.4391456e-10,2.9764642e-11,5.637741e-10,1.513858e-10
380000,2.492987e-09,4.7151304e-11,1.0257635e-11,1.908878e-12,7.160295e-11,1.7382349e-11,9.098007e-10,2.4647304e-10,1.4429846e-10,3.1249912e-11,5.029224e-10,1.7506913e-10
390000,2.539847e-09,4.1997447e-11,1.8544737e-11,3.395772e-12,6.895101e-11,1.5357429e-11,8.910131e-10,2.227056e-10,2.2661899e-10,4.6981242e-11,4.849083e-10,1.5408064e-10
400000,2.5365787e-09,4.3717918e-11,6.6521107e-12,9.428289e-13,6.825703e-11,1.8261956e-11,9.273075e-10,2.3111556e-10,1.02030516e-10,2.1163661e-11,4.9104615e-10,1.7459045e-10
410000,2.5683136e-09,3.0636098e-11,1.0262114e-11,1.6593231e-12,4.6896417e-11,1.5025566e-11,9.221172e-10,1.5536472e-10,1.4343424e-10,2.9811435e-11,3.862957e-10,1.5132623e-10
420000,2.579551e-09,3.3642582e-11,4.254597e-12,5.2702856e-13,4.6301338e-11,1.558381e-11,9.455751e-10,1.7638845e-10,2.0092449e-11,4.8898706e-12,3.9756234e-10,1.512046e-10
430000,2.610371e-09,3.9966315e-11,1.0071879e-11,1.7054943e-12,5.9199576e-11,1.0529262e-11,9.432755e-10,2.1162065e-10,1.4659061e-10,2.9971768e-11,4.466957e-10,8.919622e-11
440000,2.6423221e-09,3.3829585e-11,7.172065e-12,1.0190586e-12,4.9583917e-11,2.0854617e-11,9.43261e-10,1.7783036e-10,1.0230018e-10,2.128993e-11,4.028833e-10,1.9566564e-10
450000,2.69242e-09,3.2118027e-11,6.729189e-12,1.2130605e-12,4.5363078e-11,1.0509045e-11,9.2780983e-10,1.6614099e-10,1.02897246e-10,2.3153462e-11,3.8505235e-10,8.9481506e-11
460000,2.7209863e-09,3.2766546e-11,9.936974e-12,1.6784971e-12,5.098709e-11,1.3509493e-11,9.2777563e-10,1.6589537e-10,1.4425176e-10,3.0066203e-11,3.9987513e-10,1.2537185e-10
470000,2.7387357e-09,3.402746e-11,6.769616e-12,1.0474074e-12,5.0531766e-11,1.8463389e-11,9.360739e-10,1.7726148e-10,1.02388e-10,2.1426354e-11,4.0047662e-10,1.7506954e-10
480000,2.7569118e-09,3.6326418e-11,1.9718928e-11,3.875433e-12,5.5403276e-11,1.424445e-11,9.535476e-10,1.902035e-10,2.2882789e-10,4.9293996e-11,4.355148e-10,1.274006e-10
490000,2.8051779e-09,3.8231012e-11,6.795389e-12,9.916982e-13,5.9788834e-11,2.372106e-11,9.2888286e-10,2.0140178e-10,1.02685346e-10,2.1394277e-11,4.3931966e-10,2.1485737e-10
500000,2.8171707e-09,2.9867976e-11,7.053193e-12,1.1840845e-12,3.7864493e-11,1.1177595e-11,9.39244e-10,1.5039946e-10,1.0246419e-10,2.1938373e-11,3.3941408e-10,8.916008e-11
510000,2.8250717e-09,2.8490115e-11,1.27892376e-11,2.3844605e-12,3.7642008e-11,1.613131e-11,9.557937e-10,1.3395836e-10,1.7542767e-10,3.6685485e-11,3.1856665e-10,1.5206134e-10
520000,2.8436258e-09,2.6406722e-11,1.2737739e-11,2.261262e-12,3.5468687e-11,2.1799902e-11,9.729352e-10,1.1723694e-10,1.7489135e-10,3.6402648e-11,3.1129344e-10,1.9494446e-10
530000,2.8474785e-09,2.4838537e-11,1.5816912e-11,3.1014655e-12,3.5731567e-11,2.695022e-11,1.0020369e-09,9.82778e-11,2.019262e-10,4.2757877e-11,2.9405509e-10,2.3168394e-10
540000,2.9078924e-09,2.2764093e-11,7.136099e-12,1.2312804e-12,3.503881e-11,2.451232e-11,9.65766e-10,7.178838e-11,1.0290626e-10,2.1986316e-11,2.9729236e-10,2.1563965e-10
550000,2.924732e-09,2.4405332e-11,1.3180378e-11,2.622977e-12,3.2184904e-11,2.2550904e-11,9.774654e-10,9.7640535e-11,1.7601555e-10,3.7887617e-11,3.106481e-10,1.9593349e-10
560000,2.9227334e-09,2.4624953e-11,1.8327671e-11,3.4156246e-12,4.004647e-11,3.0488105e-11,1.004344e-09,9.732799e-11,2.2535762e-10,4.683537e-11,3.2669947e-10,2.4676253e-10
570000,2.9697018e-09,2.6511226e-11,7.271938e-12,1.2548517e-12,3.9904205e-11,2.2864525e-11,9.916257e-10,1.1793638e-10,1.02835705e-10,2.1696759e-11,3.2723294e-10,1.973626e-10
