mcsteps,1,2,3,4,5,6,7,8,9,10
0,994.0,1057.0,977.0,110.0,31.0,0.0,115.0,0.0,0.0,28.0
10000,994.0,995.0,823.0,110.0,54.0,0.0,214.0,10.0,1.0,28.0
20000,994.0,918.0,688.0,109.0,79.0,0.0,287.0,23.0,11.0,29.0
30000,994.0,842.0,576.0,109.0,103.0,0.0,324.0,30.0,27.0,29.0
40000,994.0,769.0,475.0,109.0,125.0,0.0,351.0,35.0,38.0,29.0
50000,994.0,688.0,417.0,108.0,138.0,0.0,345.0,39.0,47.0,30.0
60000,994.0,604.0,353.0,108.0,154.0,0.0,330.0,44.0,47.0,30.0
70000,994.0,550.0,304.0,108.0,167.0,0.0,318.0,41.0,98.0,30.0
80000,994.0,495.0,245.0,108.0,170.0,0.0,323.0,30.0,98.0,30.0
90000,994.0,429.0,189.0,107.0,169.0,0.0,316.0,35.0,81.0,31.0
100000,994.0,425.0,242.0,117.0,163.0,0.0,320.0,33.0,79.0,34.0
110000,994.0,387.0,202.0,117.0,175.0,0.0,306.0,34.0,85.0,34.0
120000,994.0,363.0,169.0,117.0,170.0,0.0,290.0,29.0,86.0,34.0
130000,994.0,327.0,133.0,117.0,172.0,0.0,271.0,37.0,86.0,34.0
140000,994.0,297.0,113.0,117.0,157.0,2.0,249.0,29.0,129.0,34.0
150000,994.0,256.0,95.0,117.0,153.0,2.0,233.0,22.0,119.0,34.0
160000,994.0,222.0,75.0,116.0,154.0,1.0,204.0,33.0,111.0,35.0
170000,994.0,196.0,60.0,116.0,141.0,2.0,183.0,27.0,109.0,35.0
180000,994.0,173.0,49.0,116.0,134.0,2.0,157.0,28.0,107.0,35.0
190000,994.0,149.0,42.0,115.0,126.0,2.0,135.0,24.0,139.0,36.0
200000,994.0,148.0,118.0,125.0,103.0,0.0,143.0,10.0,137.0,39.0
210000,994.0,135.0,93.0,123.0,101.0,0.0,137.0,16.0,114.0,41.0
220000,994.0,119.0,76.0,123.0,104.0,0.0,130.0,15.0,101.0,41.0
230000,994.0,107.0,56.0,120.0,100.0,0.0,126.0,17.0,87.0,44.0
240000,994.0,94.0,45.0,120.0,98.0,0.0,118.0,14.0,76.0,44.0
250000,994.0,80.0,36.0,119.0,90.0,0.0,106.0,14.0,95.0,45.0
260000,994.0,69.0,29.0,119.0,86.0,0.0,94.0,14.0,95.0,45.0
270000,994.0,58.0,23.0,118.0,70.0,0.0,86.0,12.0,90.0,46.0
280000,994.0,54.0,17.0,116.0,61.0,1.0,72.0,13.0,91.0,48.0
290000,994.0,46.0,15.0,116.0,49.0,1.0,58.0,13.0,107.0,48.0
300000,994.0,53.0,82.0,124.0,39.0,1.0,83.0,8.0,101.0,52.0
310000,994.0,46.0,60.0,124.0,36.0,1.0,82.0,14.0,93.0,52.0
320000,994.0,43.0,45.0,123.0,35.0,1.0,76.0,11.0,93.0,53.0
330000,994.0,38.0,40.0,122.0,36.0,1.0,63.0,9.0,97.0,54.0
