mcsteps,1,2,3,4,5,6,7,8,9,10
0,1000.0,1066.0,961.0,110.0,26.0,1.0,127.0,0.0,0.0,28.0
10000,1000.0,979.0,830.0,109.0,50.0,1.0,211.0,14.0,2.0,29.0
20000,1000.0,887.0,717.0,109.0,78.0,1.0,268.0,21.0,22.0,29.0
30000,1000.0,820.0,608.0,109.0,91.0,1.0,306.0,30.0,49.0,29.0
40000,1000.0,743.0,510.0,109.0,107.0,1.0,332.0,37.0,83.0,29.0
50000,1000.0,668.0,436.0,109.0,124.0,1.0,331.0,46.0,125.0,29.0
60000,1000.0,602.0,365.0,107.0,139.0,1.0,333.0,40.0,174.0,31.0
70000,1000.0,531.0,315.0,106.0,152.0,1.0,311.0,46.0,218.0,32.0
80000,1000.0,472.0,253.0,106.0,160.0,1.0,306.0,35.0,273.0,32.0
90000,1000.0,419.0,199.0,106.0,162.0,0.0,305.0,32.0,311.0,32.0
100000,1000.0,410.0,261.0,115.0,169.0,0.0,303.0,36.0,346.0,36.0
110000,1000.0,374.0,217.0,115.0,160.0,0.0,303.0,25.0,389.0,36.0
120000,1000.0,328.0,180.0,115.0,164.0,0.0,280.0,36.0,427.0,36.0
130000,1000.0,306.0,155.0,114.0,159.0,0.0,253.0,37.0,473.0,37.0
140000,1000.0,271.0,122.0,114.0,156.0,0.0,233.0,39.0,518.0,37.0
150000,1000.0,246.0,96.0,113.0,145.0,0.0,205.0,40.0,564.0,38.0
160000,1000.0,217.0,73.0,113.0,134.0,0.0,192.0,24.0,612.0,38.0
170000,1000.0,195.0,56.0,112.0,120.0,0.0,167.0,26.0,642.0,39.0
180000,1000.0,174.0,43.0,111.0,106.0,0.0,152.0,20.0,674.0,40.0
190000,1000.0,158.0,33.0,109.0,100.0,0.0,137.0,16.0,702.0,42.0
200000,1000.0,163.0,115.0,119.0,78.0,0.0,141.0,13.0,718.0,45.0
210000,1000.0,147.0,86.0,119.0,76.0,0.0,142.0,20.0,737.0,45.0
220000,1000.0,130.0,71.0,118.0,81.0,0.0,136.0,16.0,761.0,46.0
230000,1000.0,109.0,47.0,116.0,85.0,0.0,135.0,15.0,784.0,48.0
240000,1000.0,99.0,34.0,115.0,81.0,0.0,131.0,11.0,804.0,49.0
250000,1000.0,86.0,28.0,114.0,71.0,0.0,117.0,17.0,818.0,50.0
260000,1000.0,77.0,24.0,112.0,66.0,0.0,102.0,14.0,840.0,52.0
270000,1000.0,70.0,18.0,110.0,59.0,0.0,94.0,10.0,857.0,54.0
280000,1000.0,58.0,15.0,108.0,55.0,0.0,81.0,10.0,873.0,56.0
290000,1000.0,49.0,13.0,107.0,46.0,0.0,60.0,16.0,888.0,57.0
300000,1000.0,53.0,82.0,116.0,41.0,0.0,81.0,5.0,908.0,61.0
310000,1000.0,49.0,58.0,114.0,40.0,0.0,80.0,10.0,922.0,63.0
320000,1000.0,43.0,44.0,112.0,37.0,0.0,80.0,10.0,935.0,65.0
330000,1000.0,43.0,29.0,111.0,31.0,0.0,76.0,11.0,951.0,66.0
340000,1000.0,38.0,23.0,106.0,31.0,0.0,69.0,9.0,965.0,71.0
350000,1000.0,36.0,18.0,103.0,29.0,0.0,62.0,7.0,978.0,74.0
360000,1000.0,32.0,16.0,98.0,25.0,0.0,48.0,7.0,993.0,79.0
370000,1000.0,30.0,12.0,94.0,20.0,0.0,40.0,7.0,1003.0,83.0
380000,1000.0,27.0,7.0,92.0,17.0,0.0,41.0,3.0,1010.0,85.0
390000,1000.0,24.0,5.0,84.0,11.0,0.0,34.0,8.0,1013.0,93.0
400000,1000.0,33.0,78.0,94.0,9.0,0.0,54.0,4.0,1023.0,96.0
