mcsteps,1,2,3,4,5,6,7,8,9,10
0,998.0,1059.0,954.0,110.0,24.0,0.0,141.0,0.0,0.0,28.0
10000,998.0,979.0,788.0,110.0,47.0,0.0,237.0,14.0,1.0,28.0
20000,998.0,906.0,682.0,110.0,76.0,0.0,285.0,24.0,14.0,28.0
30000,998.0,831.0,566.0,110.0,88.0,0.0,331.0,28.0,32.0,28.0
40000,998.0,752.0,476.0,110.0,106.0,0.0,352.0,35.0,35.0,28.0
50000,998.0,682.0,383.0,110.0,131.0,0.0,363.0,42.0,40.0,28.0
60000,998.0,626.0,322.0,110.0,141.0,0.0,351.0,49.0,52.0,28.0
70000,998.0,560.0,263.0,110.0,153.0,0.0,342.0,45.0,107.0,28.0
80000,998.0,498.0,203.0,110.0,162.0,1.0,333.0,47.0,104.0,28.0
90000,998.0,444.0,160.0,110.0,166.0,1.0,318.0,38.0,103.0,28.0
100000,998.0,434.0,230.0,120.0,169.0,1.0,295.0,40.0,105.0,31.0
110000,998.0,387.0,182.0,120.0,172.0,2.0,284.0,41.0,100.0,31.0
120000,998.0,357.0,141.0,119.0,167.0,3.0,267.0,37.0,153.0,32.0
130000,998.0,329.0,117.0,119.0,162.0,3.0,250.0,26.0,147.0,32.0
140000,998.0,290.0,99.0,119.0,157.0,3.0,235.0,26.0,128.0,32.0
150000,998.0,253.0,85.0,119.0,151.0,3.0,203.0,33.0,112.0,32.0
160000,998.0,231.0,68.0,119.0,144.0,3.0,178.0,25.0,110.0,32.0
170000,998.0,197.0,56.0,118.0,140.0,2.0,159.0,21.0,142.0,33.0
180000,998.0,168.0,45.0,117.0,134.0,2.0,139.0,14.0,144.0,34.0
190000,998.0,153.0,37.0,116.0,119.0,1.0,126.0,12.0,127.0,35.0
200000,998.0,154.0,112.0,126.0,103.0,0.0,123.0,20.0,104.0,38.0
210000,998.0,136.0,91.0,126.0,104.0,0.0,121.0,12.0,99.0,38.0
220000,998.0,125.0,70.0,126.0,104.0,0.0,124.0,14.0,114.0,38.0
230000,998.0,117.0,56.0,126.0,89.0,0.0,113.0,17.0,101.0,38.0
240000,998.0,103.0,48.0,125.0,88.0,0.0,101.0,9.0,108.0,39.0
250000,998.0,94.0,36.0,125.0,81.0,0.0,97.0,10.0,100.0,39.0
260000,998.0,79.0,27.0,123.0,77.0,0.0,83.0,16.0,87.0,41.0
270000,998.0,63.0,23.0,123.0,79.0,0.0,71.0,12.0,105.0,41.0
280000,998.0,54.0,13.0,123.0,68.0,0.0,67.0,10.0,105.0,41.0
290000,998.0,47.0,13.0,122.0,51.0,0.0,60.0,6.0,97.0,42.0
300000,998.0,53.0,86.0,132.0,41.0,0.0,80.0,5.0,78.0,45.0
310000,998.0,50.0,64.0,132.0,37.0,0.0,88.0,6.0,89.0,45.0
320000,998.0,44.0,53.0,131.0,38.0,0.0,78.0,12.0,90.0,46.0
330000,998.0,38.0,41.0,130.0,39.0,0.0,74.0,8.0,91.0,47.0
340000,998.0,33.0,34.0,128.0,37.0,0.0,59.0,14.0,85.0,49.0
350000,998.0,32.0,30.0,128.0,33.0,0.0,51.0,4.0,106.0,49.0
360000,998.0,27.0,19.0,128.0,30.0,0.0,53.0,3.0,98.0,49.0
370000,998.0,26.0,16.0,127.0,25.0,0.0,44.0,8.0,94.0,50.0
380000,998.0,19.0,12.0,125.0,21.0,0.0,43.0,5.0,102.0,52.0
390000,998.0,19.0,10.0,123.0,15.0,0.0,32.0,11.0,101.0,54.0
400000,998.0,27.0,80.0,132.0,14.0,0.0,61.0,0.0,102.0,58.0
