meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,1.0206773e-09,0.0,0.0,0.0,0.0,0.0,1.9779454e-10,0.0,0.0,0.0,0.0,0.0
10000,1.4976462e-09,1.590139e-12,0.0,0.0,2.8645536e-12,0.0,3.5424286e-10,5.989556e-11,0.0,0.0,1.08583205e-10,0.0
20000,1.8468836e-09,3.0655413e-12,1.0274457e-12,2.1316579e-13,5.6347388e-12,2.9530306e-13,4.6420925e-10,8.150294e-11,5.95968e-11,1.2379566e-11,1.4883085e-10,2.970573e-11
30000,2.1604707e-09,4.6192954e-12,1.0313189e-12,2.1332086e-13,8.090014e-12,1.1911171e-12,5.394475e-10,1.0079998e-10,5.961489e-11,1.2383234e-11,1.8833446e-10,5.942317e-11
40000,2.4467632e-09,6.737668e-12,7.1648313e-13,1.4316918e-13,1.1230357e-11,3.0819475e-12,6.132412e-10,1.1795138e-10,4.8699943e-11,1.0103516e-11,2.1293321e-10,9.529837e-11
50000,2.7218572e-09,7.67355e-12,2.4093542e-12,4.969515e-13,1.3029667e-11,4.236656e-12,6.7606676e-10,1.246653e-10,9.096668e-11,1.8895172e-11,2.2576908e-10,1.0903485e-10
60000,2.9870668e-09,9.987747e-12,2.7815545e-12,5.684431e-13,1.6797876e-11,6.5213607e-12,7.356263e-10,1.424274e-10,9.720295e-11,2.0185997e-11,2.5690117e-10,1.3402908e-10
70000,3.2483483e-09,1.1730278e-11,2.105769e-12,4.2664803e-13,1.9041402e-11,1.0708996e-11,7.893072e-10,1.5052928e-10,8.220102e-11,1.7376758e-11,2.766416e-10,1.715201e-10
80000,3.5062668e-09,1.4839654e-11,2.1253843e-12,4.2883584e-13,2.3583855e-11,1.0956059e-11,8.3737106e-10,1.703501e-10,8.092305e-11,1.7284028e-11,3.1699093e-10,1.6932279e-10
90000,3.7559365e-09,1.6679028e-11,4.5166995e-12,9.209787e-13,2.7579128e-11,1.4540538e-11,8.8452834e-10,1.8225321e-10,1.2093063e-10,2.5512809e-11,3.6093928e-10,1.9464078e-10
100000,3.9983394e-09,1.8338477e-11,2.892729e-12,5.6956317e-13,2.8676218e-11,2.1579367e-11,9.362254e-10,1.8627681e-10,9.292541e-11,1.9822793e-11,3.6411363e-10,2.3976088e-10
110000,4.2485424e-09,1.8644985e-11,2.6452581e-12,5.0407335e-13,2.8572152e-11,2.577864e-11,9.691487e-10,1.8467146e-10,8.61422e-11,1.8428882e-11,3.799267e-10,2.6072963e-10
120000,4.4914743e-09,1.889194e-11,4.209175e-12,8.4774787e-13,2.8795908e-11,3.0630196e-11,1.0126382e-09,1.8333461e-10,1.10246805e-10,2.4002012e-11,4.0314485e-10,2.8272149e-10
130000,4.7323643e-09,2.0521643e-11,1.5528654e-12,2.8139597e-13,3.0361966e-11,3.283173e-11,1.0505232e-09,1.9018251e-10,5.646051e-11,1.3208779e-11,4.3439027e-10,2.8725405e-10
140000,4.9706284e-09,2.2717857e-11,2.6442728e-12,4.996699e-13,3.437879e-11,3.981551e-11,1.0899059e-09,2.0048772e-10,8.105205e-11,1.7944266e-11,4.798266e-10,3.126207e-10
150000,5.203689e-09,2.4609354e-11,4.6507798e-12,9.168124e-13,3.750189e-11,4.6985745e-11,1.1316761e-09,2.0847175e-10,1.1612095e-10,2.4929222e-11,5.1664245e-10,3.3780076e-10
160000,5.441911e-09,2.4585224e-11,4.4220417e-12,8.510918e-13,3.7716757e-11,5.412777e-11,1.1586166e-09,2.0638212e-10,1.1112301e-10,2.3805404e-11,5.469314e-10,3.618866e-10
170000,5.6741687e-09,2.5130979e-11,2.4304445e-12,4.289665e-13,3.7151202e-11,6.562077e-11,1.1979301e-09,2.0731665e-10,7.158623e-11,1.6041841e-11,5.851994e-10,4.0128187e-10
180000,5.9072125e-09,2.495854e-11,1.9132844e-12,3.419109e-13,3.6168575e-11,7.035553e-11,1.2301115e-09,2.0236625e-10,5.3369042e-11,1.3438364e-11,6.1712496e-10,4.080958e-10
190000,6.142688e-09,2.5802414e-11,5.59521e-12,1.0684149e-12,3.858624e-11,7.130367e-11,1.2603882e-09,2.0469904e-10,1.2523574e-10,2.6639288e-11,6.6627476e-10,4.047096e-10
200000,6.369955e-09,2.5209494e-11,2.8144373e-12,5.0464944e-13,3.669733e-11,7.627322e-11,1.2882609e-09,1.963912e-10,7.31054e-11,1.6954417e-11,6.9785283e-10,4.155025e-10
210000,6.5873773e-09,2.4189806e-11,5.0217937e-12,9.403631e-13,3.0678012e-11,8.742983e-11,1.3400394e-09,1.7563934e-10,1.1344711e-10,2.4401623e-11,4.766954e-10,4.4700146e-10
220000,6.817978e-09,2.5095526e-11,3.1965563e-12,6.1250137e-13,3.159204e-11,8.998172e-11,1.3659361e-09,1.7950699e-10,7.721665e-11,1.8785884e-11,5.083337e-10,4.4666146e-10
230000,7.0455783e-09,2.4184432e-11,2.7174435e-12,5.16043e-13,2.6462554e-11,9.5701704e-11,1.3909819e-09,1.549238e-10,6.4704665e-11,1.6067269e-11,3.1314784e-10,4.5658927e-10
240000,7.262325e-09,2.4582628e-11,2.299281e-12,3.6426377e-13,2.5525818e-11,1.0360052e-10,1.433056e-09,1.4994725e-10,5.3441e-11,1.3043504e-11,3.0748468e-10,4.7625737e-10
250000,7.482987e-09,2.5534023e-11,2.2640663e-12,3.5618267e-13,2.716702e-11,1.11562516e-10,1.4641772e-09,1.5367257e-10,5.2690876e-11,1.2844463e-11,3.158492e-10,4.8915194e-10
260000,7.699479e-09,2.6156202e-11,2.8349415e-12,4.9486847e-13,2.8252994e-11,1.2168949e-10,1.4934831e-09,1.5455193e-10,6.3441995e-11,1.5323028e-11,3.2470257e-10,5.1287435e-10
270000,7.927229e-09,2.687774e-11,1.7991248e-12,2.6478185e-13,2.776802e-11,1.2217266e-10,1.5168824e-09,1.5719721e-10,2.2290744e-11,9.259063e-12,3.2356737e-10,5.03717e-10
280000,8.142196e-09,2.6998749e-11,2.4101426e-12,3.5311256e-13,2.8261088e-11,1.320664e-10,1.5505411e-09,1.5097809e-10,5.2083664e-11,1.2378077e-11,3.1840017e-10,5.2153415e-10
290000,8.360431e-09,2.73783e-11,2.0832698e-12,2.880617e-13,2.8230729e-11,1.3572637e-10,1.5820092e-09,1.4756193e-10,3.815266e-11,9.959363e-12,3.174279e-10,5.2476856e-10
300000,8.577546e-09,2.6258521e-11,2.8043084e-12,4.1593218e-13,2.705101e-11,1.4856512e-10,1.60091e-09,1.347606e-10,6.152431e-11,1.4036264e-11,3.068559e-10,5.5089217e-10
310000,8.793076e-09,2.6414485e-11,4.27513e-12,7.117501e-13,2.7900087e-11,1.5136846e-10,1.6264621e-09,1.3602287e-10,9.0732984e-11,1.987402e-11,3.2235997e-10,5.4557475e-10
320000,9.000841e-09,2.6009517e-11,2.972924e-12,4.354506e-13,2.596474e-11,1.6516845e-10,1.6619702e-09,1.2443588e-10,5.6856103e-11,1.3604138e-11,3.0006864e-10,5.764905e-10
330000,9.213685e-09,2.5918115e-11,2.9518482e-12,4.603155e-13,2.4787675e-11,1.725053e-10,1.6861228e-09,1.2301722e-10,5.5956392e-11,1.4176031e-11,2.8845515e-10,5.881925e-10
340000,9.415757e-09,2.627876e-11,2.2705214e-12,3.1121319e-13,2.4858107e-11,1.824439e-10,1.7277265e-09,1.2153266e-10,2.431349e-11,9.147144e-12,2.8760022e-10,6.080785e-10
350000,9.639721e-09,2.5732307e-11,2.682009e-12,3.902775e-13,2.4019356e-11,1.8662667e-10,1.7382278e-09,1.1326925e-10,4.114388e-11,1.1317224e-11,2.7885427e-10,6.040743e-10
360000,9.843852e-09,2.4830794e-11,2.6045117e-12,3.402312e-13,2.2445238e-11,1.9876e-10,1.7708488e-09,1.00186e-10,4.0190296e-11,1.0618743e-11,2.658407e-10,6.278904e-10
370000,1.005388e-08,2.4765804e-11,2.4262014e-12,3.2665906e-13,2.1929994e-11,2.0360327e-10,1.7989534e-09,9.1716176e-11,2.4842685e-11,9.572263e-12,2.588999e-10,6.329098e-10
380000,1.02670885e-08,2.3828592e-11,3.4599266e-12,5.0706845e-13,1.95504e-11,2.1180481e-10,1.8192656e-09,7.940468e-11,6.286073e-11,1.4431788e-11,2.370104e-10,6.415293e-10
390000,1.0465064e-08,2.3850422e-11,2.737802e-12,3.547632e-13,1.9963857e-11,2.1773018e-10,1.8539872e-09,7.897421e-11,3.907893e-11,1.0115572e-11,2.399158e-10,6.463445e-10
400000,1.0666379e-08,2.3937876e-11,2.7789349e-12,3.6203045e-13,2.0685334e-11,2.2555612e-10,1.8882815e-09,7.792486e-11,3.8753143e-11,9.973245e-12,2.540071e-10,6.560085e-10
410000,1.0866372e-08,2.350159e-11,3.160685e-12,4.722852e-13,2.1332266e-11,2.3869468e-10,1.9215591e-09,6.7521135e-11,5.3576085e-11,1.3425208e-11,2.4283425e-10,6.761087e-10
420000,1.107252e-08,2.344362e-11,3.0920344e-12,4.3016982e-13,2.0476856e-11,2.4884733e-10,1.9372313e-09,6.775597e-11,5.1760794e-11,1.20340335e-11,2.3633018e-10,6.8824824e-10
430000,1.1287501e-08,2.3452825e-11,2.7233012e-12,3.7328438e-13,2.0612114e-11,2.582517e-10,1.949537e-09,6.667259e-11,3.3382463e-11,9.516425e-12,2.3520616e-10,7.029997e-10
440000,1.1490552e-08,2.3129837e-11,2.7586846e-12,3.8674944e-13,2.0500605e-11,2.664179e-10,1.9736035e-09,6.1846965e-11,2.9598792e-11,9.456547e-12,2.3237051e-10,7.088767e-10
450000,1.16807986e-08,2.315932e-11,3.3666396e-12,4.987938e-13,1.9542246e-11,2.8023625e-10,2.0089599e-09,6.115201e-11,5.5165733e-11,1.3332498e-11,2.2339088e-10,7.306938e-10
460000,1.18802985e-08,2.3344347e-11,3.3351366e-12,5.131534e-13,2.0575479e-11,2.921923e-10,2.0453783e-09,6.177655e-11,5.4003645e-11,1.3460715e-11,2.276999e-10,7.48141e-10
470000,1.2070769e-08,2.3846132e-11,3.4267927e-12,5.1525196e-13,2.1743605e-11,3.1000336e-10,2.0704602e-09,7.139371e-11,5.3359966e-11,1.3143981e-11,2.3795366e-10,7.757661e-10
480000,1.2273791e-08,2.3350768e-11,2.6828051e-12,3.5168553e-13,2.0329476e-11,3.1743352e-10,2.0882938e-09,6.156891e-11,2.0561252e-11,8.009619e-12,2.2720677e-10,7.823904e-10
490000,1.2472148e-08,2.3174613e-11,3.117255e-12,4.5187015e-13,2.0127941e-11,3.2489988e-10,2.1178692e-09,5.6725135e-11,3.9684218e-11,1.06831965e-11,2.2101003e-10,7.8459317e-10
500000,1.2666007e-08,2.2643476e-11,2.6232367e-12,3.4429642e-13,2.057227e-11,3.3777428e-10,2.1396802e-09,4.5647198e-11,1.8343193e-11,7.501817e-12,2.2036474e-10,8.0367757e-10
510000,1.2857419e-08,2.3475959e-11,2.9644833e-12,4.1175096e-13,2.0519014e-11,3.3973827e-10,2.1702535e-09,6.417058e-11,3.8429933e-11,1.0093171e-11,2.2640116e-10,7.9221185e-10
520000,1.3060253e-08,2.3851632e-11,2.5688436e-12,3.5373232e-13,2.2749198e-11,3.444755e-10,2.183725e-09,7.245489e-11,1.6632796e-11,7.34918e-12,2.4520028e-10,7.9845514e-10
530000,1.325244e-08,2.4391569e-11,3.6802046e-12,5.9758134e-13,2.2969108e-11,3.5394757e-10,2.214105e-09,8.131989e-11,6.153303e-11,1.4356109e-11,2.4181143e-10,8.062679e-10
540000,1.3445918e-08,2.4237008e-11,2.6594215e-12,3.5712012e-13,2.3268724e-11,3.6955414e-10,2.2394675e-09,7.7164906e-11,1.5863427e-11,6.7138716e-12,2.402628e-10,8.2909407e-10
550000,1.363461e-08,2.387187e-11,2.6240637e-12,3.2932782e-13,2.2575435e-11,3.844053e-10,2.2676039e-09,7.186703e-11,1.5192951e-11,6.3181678e-12,2.3834285e-10,8.481428e-10
560000,1.3829791e-08,2.4300437e-11,2.9130856e-12,4.0959846e-13,2.2102098e-11,3.935369e-10,2.287924e-09,7.74052e-11,3.716595e-11,9.498198e-12,2.3262185e-10,8.539682e-10
570000,1.4013561e-08,2.3944473e-11,2.6816956e-12,3.6583882e-13,2.2491396e-11,4.0840392e-10,2.3161e-09,7.196606e-11,1.4643965e-11,6.1993162e-12,2.3213988e-10,8.7453106e-10
580000,1.4211066e-08,2.3588171e-11,2.6321037e-12,3.532065e-13,2.251485e-11,4.1518278e-10,2.3283324e-09,6.731e-11,1.4114423e-11,6.2401074e-12,2.3380217e-10,8.7504176e-10
590000,1.4404551e-08,2.3900952e-11,2.9069854e-12,3.987116e-13,2.5019353e-11,4.269169e-10,2.3541027e-09,7.1028176e-11,3.6768356e-11,9.235293e-12,2.5205382e-10,8.821386e-10
600000,1.4578592e-08,2.3204313e-11,3.235327e-12,4.871665e-13,2.194994e-11,4.4316756e-10,2.3878197e-09,6.20269e-11,5.1378287e-11,1.3053232e-11,2.2329795e-10,9.024162e-10
610000,1.477318e-08,2.3638917e-11,2.5115836e-12,3.2562839e-13,2.3506879e-11,4.524356e-10,2.3996956e-09,6.968137e-11,1.267567e-11,5.442318e-12,2.373688e-10,9.078984e-10
620000,1.4955221e-08,2.3891287e-11,2.5901364e-12,3.547095e-13,2.4644677e-11,4.603327e-10,2.4322935e-09,7.311524e-11,1.2828382e-11,5.527466e-12,2.3896565e-10,9.0693053e-10
630000,1.5146524e-08,2.3869372e-11,2.8612095e-12,4.3860954e-13,2.4412253e-11,4.71622e-10,2.450057e-09,7.337892e-11,2.4690111e-11,9.099908e-12,2.412411e-10,9.20895e-10
640000,1.5337687e-08,2.356869e-11,2.8973586e-12,4.4859282e-13,2.4563475e-11,4.8420257e-10,2.4722278e-09,6.9609034e-11,3.6389572e-11,9.479012e-12,2.329874e-10,9.300217e-10
650000,1.551658e-08,2.3519433e-11,2.5070887e-12,3.1377288e-13,2.3360192e-11,4.952783e-10,2.4974718e-09,6.988311e-11,1.18427984e-11,4.8603417e-12,2.2822438e-10,9.399239e-10
660000,1.5683286e-08,2.3384683e-11,2.6076006e-12,3.323149e-13,2.3803976e-11,5.1482996e-10,2.5430282e-09,6.718685e-11,1.21529176e-11,4.8270793e-12,2.2994774e-10,9.662198e-10
670000,1.5874361e-08,2.3292384e-11,2.5868402e-12,3.6526085e-13,2.3456752e-11,5.2387633e-10,2.5547384e-09,6.496964e-11,1.2210852e-11,5.714102e-12,2.245684e-10,9.697133e-10
680000,1.6069558e-08,2.3102943e-11,2.51973e-12,3.2100266e-13,2.4044417e-11,5.3119065e-10,2.5588445e-09,6.100303e-11,1.1716378e-11,4.676453e-12,2.2663176e-10,9.690485e-10
690000,1.6249263e-08,2.310532e-11,2.4937452e-12,3.087932e-13,2.3314928e-11,5.457257e-10,2.5917712e-09,6.1506376e-11,1.1429807e-11,4.4662668e-12,2.2070035e-10,9.839576e-10
