mcsteps,1,2,3,4,5,6,7,8,9,10
0,994.0,1065.0,955.0,110.0,24.0,0.0,140.0,0.0,0.0,28.0
10000,994.0,993.0,795.0,110.0,43.0,0.0,242.0,11.0,2.0,28.0
20000,994.0,918.0,669.0,110.0,72.0,0.0,294.0,31.0,15.0,28.0
30000,994.0,841.0,545.0,110.0,96.0,0.0,349.0,39.0,49.0,28.0
40000,994.0,772.0,473.0,110.0,116.0,0.0,351.0,42.0,93.0,28.0
50000,994.0,703.0,406.0,110.0,127.0,1.0,353.0,39.0,141.0,28.0
60000,994.0,634.0,327.0,110.0,141.0,1.0,364.0,35.0,183.0,28.0
70000,994.0,578.0,261.0,110.0,142.0,0.0,371.0,29.0,228.0,28.0
80000,994.0,505.0,211.0,110.0,151.0,0.0,356.0,37.0,272.0,28.0
90000,994.0,454.0,173.0,108.0,160.0,0.0,335.0,35.0,320.0,30.0
100000,993.0,449.0,224.0,118.0,163.0,0.0,338.0,42.0,357.0,33.0
110000,993.0,404.0,191.0,118.0,165.0,0.0,326.0,37.0,404.0,33.0
120000,993.0,376.0,164.0,117.0,160.0,0.0,304.0,38.0,449.0,34.0
130000,993.0,330.0,137.0,115.0,162.0,1.0,280.0,37.0,496.0,36.0
140000,993.0,298.0,115.0,115.0,152.0,2.0,262.0,26.0,542.0,36.0
150000,993.0,269.0,92.0,114.0,148.0,2.0,233.0,40.0,570.0,37.0
160000,993.0,236.0,72.0,113.0,148.0,2.0,218.0,22.0,619.0,38.0
170000,993.0,202.0,55.0,113.0,141.0,2.0,195.0,27.0,646.0,38.0
180000,993.0,184.0,48.0,113.0,121.0,2.0,164.0,27.0,681.0,38.0
190000,993.0,160.0,39.0,111.0,118.0,2.0,143.0,20.0,715.0,40.0
200000,993.0,163.0,117.0,120.0,103.0,2.0,145.0,16.0,739.0,44.0
210000,993.0,152.0,89.0,120.0,96.0,2.0,141.0,18.0,760.0,44.0
220000,993.0,133.0,68.0,119.0,98.0,1.0,134.0,21.0,781.0,45.0
230000,993.0,124.0,59.0,117.0,90.0,1.0,118.0,21.0,806.0,47.0
240000,993.0,105.0,43.0,115.0,85.0,1.0,118.0,11.0,831.0,49.0
250000,993.0,97.0,33.0,114.0,82.0,1.0,113.0,12.0,844.0,50.0
260000,993.0,85.0,24.0,111.0,74.0,1.0,102.0,15.0,859.0,53.0
270000,993.0,70.0,19.0,108.0,67.0,1.0,89.0,11.0,880.0,56.0
280000,993.0,63.0,13.0,108.0,57.0,0.0,75.0,10.0,898.0,56.0
290000,993.0,49.0,10.0,107.0,48.0,0.0,66.0,9.0,911.0,57.0
300000,993.0,57.0,80.0,114.0,39.0,0.0,85.0,10.0,921.0,62.0
310000,993.0,53.0,57.0,113.0,35.0,0.0,90.0,12.0,935.0,63.0
320000,993.0,48.0,45.0,111.0,37.0,0.0,81.0,13.0,953.0,65.0
330000,993.0,44.0,34.0,109.0,33.0,0.0,75.0,13.0,970.0,67.0
340000,993.0,41.0,23.0,107.0,29.0,0.0,72.0,7.0,988.0,69.0
350000,993.0,39.0,16.0,105.0,27.0,0.0,65.0,7.0,1000.0,71.0
360000,993.0,35.0,12.0,98.0,27.0,0.0,51.0,12.0,1010.0,78.0
370000,993.0,27.0,11.0,94.0,26.0,0.0,43.0,4.0,1027.0,82.0
380000,993.0,24.0,8.0,93.0,22.0,0.0,39.0,3.0,1035.0,83.0
390000,993.0,19.0,5.0,87.0,18.0,0.0,36.0,4.0,1040.0,89.0
400000,993.0,25.0,81.0,94.0,19.0,0.0,54.0,4.0,1045.0,95.0
410000,993.0,21.0,64.0,92.0,21.0,0.0,55.0,6.0,1056.0,97.0
420000,993.0,20.0,46.0,87.0,20.0,0.0,55.0,11.0,1065.0,102.0
