meanconcen,il8mean,il1mean,il6mean,il10mean,tnfmean,tgfmean,il8std,il1std,il6std,il10std,tnfstd,tgfstd
0,7.02888e-10,0.0,0.0,0.0,0.0,0.0,3.4394507e-10,0.0,0.0,0.0,0.0,0.0
10000,8.078291e-10,1.70676e-11,0.0,0.0,3.086304e-11,0.0,5.413479e-10,1.9592691e-10,0.0,0.0,3.5519898e-10,0.0
20000,8.6813956e-10,1.9153913e-11,4.424617e-12,9.190899e-13,3.5694014e-11,0.0,6.302649e-10,2.0629234e-10,1.2369147e-10,2.5693449e-11,3.759595e-10,0.0
30000,9.1765e-10,3.2529604e-11,2.1555938e-11,4.4624174e-12,6.5877644e-11,1.852938e-12,6.8821177e-10,2.6778219e-10,2.7178138e-10,5.6451302e-11,4.9564847e-10,7.439487e-11
40000,9.845612e-10,4.858629e-11,1.076264e-11,2.2348959e-12,9.30823e-11,2.0442592e-11,7.2091905e-10,3.2412448e-10,1.927038e-10,4.0028886e-11,6.027582e-10,2.4627617e-10
50000,1.0046216e-09,6.003767e-11,1.8902643e-11,3.8909956e-12,1.1477455e-10,4.3277153e-11,7.5987583e-10,3.6055553e-10,2.5370966e-10,5.2671402e-11,6.637553e-10,3.5594228e-10
60000,1.0367387e-09,7.677288e-11,3.4988786e-11,7.2563717e-12,1.5086657e-10,6.4632605e-11,7.9143053e-10,4.0345122e-10,3.4600164e-10,7.18728e-11,7.5037704e-10,4.2926612e-10
70000,1.0909389e-09,8.50309e-11,2.6425515e-11,5.5598195e-12,1.6195845e-10,1.01998396e-10,8.130223e-10,4.238367e-10,2.95861e-10,6.255805e-11,7.8304885e-10,5.3990945e-10
80000,1.1228093e-09,9.030334e-11,2.945047e-11,5.9901914e-12,1.7731139e-10,1.5165263e-10,8.307571e-10,4.3311194e-10,3.1408154e-10,6.520546e-11,8.1694435e-10,6.5536643e-10
90000,1.1628718e-09,9.6370856e-11,2.6499984e-11,5.5058883e-12,1.8023442e-10,2.0307465e-10,8.5077234e-10,4.4846232e-10,3.0119968e-10,6.556643e-11,8.2646556e-10,7.461767e-10
100000,1.1940804e-09,9.512149e-11,2.5961473e-11,5.4341284e-12,1.7815072e-10,2.327341e-10,8.638307e-10,4.432444e-10,2.9147174e-10,6.1596186e-11,8.203959e-10,7.95553e-10
110000,1.2082049e-09,9.7087095e-11,2.2055776e-11,4.561955e-12,1.811041e-10,2.6025584e-10,8.89982e-10,4.427878e-10,2.657274e-10,5.6354952e-11,8.287439e-10,8.357504e-10
120000,1.2437904e-09,8.9860265e-11,2.8429219e-11,6.075244e-12,1.6863938e-10,2.8075597e-10,8.999362e-10,4.2248605e-10,2.9593708e-10,6.422216e-11,8.064029e-10,8.5936863e-10
130000,1.2779545e-09,1.050143e-10,3.785492e-11,7.573485e-12,1.9477844e-10,3.2597308e-10,9.122457e-10,4.5686302e-10,3.5162193e-10,7.294376e-11,8.50352e-10,9.140615e-10
140000,1.321331e-09,1.0324059e-10,4.3327283e-11,8.5688965e-12,2.0215842e-10,3.808087e-10,9.2724817e-10,4.4555692e-10,3.726306e-10,7.725027e-11,8.742266e-10,9.811009e-10
150000,1.3609212e-09,8.657956e-11,2.9091115e-11,5.674467e-12,1.6601806e-10,4.1389148e-10,9.401776e-10,4.048192e-10,3.032042e-10,6.285817e-11,8.081864e-10,1.0233694e-09
160000,1.4195009e-09,8.337965e-11,2.1502394e-11,4.115999e-12,1.4539063e-10,4.3382622e-10,9.44684e-10,3.9516893e-10,2.554435e-10,5.2890373e-11,7.419513e-10,1.0358986e-09
170000,1.4651829e-09,8.2968805e-11,2.2443216e-11,4.7451574e-12,1.551032e-10,4.425031e-10,9.541634e-10,3.9192005e-10,2.6060185e-10,5.6540748e-11,7.6819234e-10,1.0444541e-09
