mcsteps,1,2,3,4,5,6,7,8,9,10
0,997.0,1052.0,952.0,110.0,43.0,0.0,141.0,0.0,0.0,28.0
10000,997.0,974.0,829.0,110.0,64.0,0.0,211.0,12.0,5.0,28.0
20000,997.0,892.0,680.0,110.0,82.0,0.0,294.0,21.0,20.0,28.0
30000,997.0,808.0,572.0,110.0,112.0,0.0,337.0,29.0,48.0,28.0
40000,997.0,741.0,475.0,110.0,131.0,0.0,364.0,36.0,82.0,28.0
50000,997.0,667.0,389.0,110.0,148.0,0.0,369.0,45.0,128.0,28.0
60000,997.0,602.0,336.0,110.0,167.0,0.0,361.0,39.0,179.0,28.0
70000,997.0,549.0,280.0,109.0,168.0,0.0,332.0,58.0,226.0,29.0
80000,997.0,492.0,234.0,108.0,171.0,2.0,326.0,34.0,288.0,30.0
90000,997.0,433.0,186.0,108.0,173.0,1.0,308.0,42.0,328.0,30.0
100000,997.0,429.0,239.0,118.0,166.0,1.0,320.0,26.0,378.0,33.0
110000,997.0,398.0,187.0,118.0,155.0,1.0,319.0,36.0,410.0,33.0
120000,997.0,364.0,155.0,118.0,154.0,2.0,297.0,34.0,452.0,33.0
130000,997.0,329.0,133.0,118.0,149.0,2.0,260.0,46.0,479.0,33.0
140000,997.0,300.0,111.0,117.0,140.0,1.0,234.0,29.0,507.0,34.0
150000,997.0,272.0,88.0,117.0,126.0,1.0,224.0,23.0,509.0,34.0
160000,997.0,244.0,77.0,115.0,129.0,1.0,198.0,25.0,495.0,36.0
170000,997.0,216.0,65.0,115.0,127.0,1.0,173.0,25.0,479.0,36.0
180000,997.0,189.0,47.0,113.0,113.0,0.0,157.0,24.0,460.0,38.0
190000,997.0,163.0,38.0,111.0,96.0,0.0,145.0,17.0,424.0,40.0
200000,997.0,162.0,117.0,121.0,89.0,0.0,145.0,13.0,409.0,43.0
210000,997.0,147.0,97.0,120.0,81.0,0.0,131.0,20.0,380.0,44.0
220000,997.0,135.0,81.0,118.0,73.0,0.0,122.0,15.0,372.0,46.0
230000,997.0,119.0,64.0,116.0,72.0,0.0,113.0,16.0,344.0,48.0
240000,997.0,107.0,47.0,113.0,67.0,0.0,105.0,14.0,324.0,51.0
250000,997.0,93.0,38.0,109.0,69.0,0.0,91.0,15.0,288.0,55.0
260000,997.0,81.0,31.0,108.0,70.0,0.0,81.0,11.0,272.0,56.0
270000,997.0,75.0,25.0,107.0,60.0,0.0,68.0,10.0,257.0,57.0
280000,997.0,63.0,18.0,107.0,56.0,0.0,64.0,6.0,238.0,57.0
290000,997.0,56.0,14.0,106.0,51.0,0.0,57.0,4.0,220.0,58.0
300000,997.0,63.0,81.0,114.0,46.0,0.0,80.0,6.0,202.0,63.0
310000,997.0,55.0,63.0,113.0,47.0,0.0,76.0,15.0,188.0,64.0
320000,997.0,50.0,41.0,111.0,47.0,0.0,80.0,11.0,186.0,66.0
330000,997.0,47.0,35.0,107.0,45.0,0.0,72.0,9.0,178.0,70.0
340000,997.0,36.0,24.0,106.0,44.0,0.0,64.0,11.0,176.0,71.0
350000,997.0,29.0,18.0,104.0,39.0,0.0,53.0,6.0,174.0,73.0
360000,997.0,29.0,10.0,103.0,36.0,0.0,54.0,4.0,162.0,74.0
370000,997.0,26.0,7.0,103.0,32.0,0.0,43.0,5.0,154.0,74.0
380000,997.0,24.0,4.0,101.0,24.0,0.0,32.0,6.0,150.0,76.0
390000,997.0,17.0,4.0,100.0,17.0,0.0,28.0,1.0,144.0,77.0
400000,997.0,26.0,73.0,107.0,13.0,0.0,51.0,5.0,138.0,83.0
410000,997.0,24.0,57.0,107.0,14.0,0.0,57.0,8.0,136.0,83.0
420000,997.0,20.0,44.0,106.0,17.0,0.0,59.0,6.0,136.0,84.0
430000,997.0,18.0,30.0,103.0,16.0,0.0,51.0,13.0,128.0,87.0
440000,997.0,18.0,22.0,101.0,15.0,0.0,46.0,4.0,130.0,89.0
450000,997.0,14.0,16.0,101.0,16.0,0.0,39.0,9.0,120.0,89.0
460000,997.0,13.0,12.0,101.0,16.0,0.0,27.0,10.0,113.0,89.0
470000,997.0,13.0,11.0,101.0,14.0,0.0,19.0,6.0,118.0,89.0
480000,997.0,13.0,11.0,100.0,11.0,0.0,15.0,4.0,112.0,90.0
490000,997.0,13.0,7.0,100.0,10.0,0.0,15.0,2.0,103.0,90.0
500000,997.0,22.0,77.0,109.0,9.0,0.0,39.0,6.0,96.0,94.0
510000,997.0,21.0,54.0,107.0,9.0,0.0,44.0,8.0,102.0,96.0
520000,997.0,19.0,42.0,105.0,8.0,0.0,43.0,6.0,110.0,98.0
530000,997.0,16.0,26.0,102.0,8.0,0.0,42.0,10.0,110.0,101.0
540000,997.0,12.0,21.0,101.0,9.0,0.0,40.0,2.0,110.0,102.0
550000,997.0,11.0,15.0,101.0,8.0,0.0,40.0,3.0,97.0,102.0
560000,997.0,8.0,12.0,98.0,10.0,0.0,23.0,13.0,99.0,105.0
570000,997.0,6.0,11.0,98.0,8.0,0.0,20.0,3.0,100.0,105.0
580000,997.0,5.0,6.0,96.0,6.0,0.0,19.0,1.0,94.0,107.0
590000,997.0,3.0,5.0,94.0,6.0,0.0,16.0,2.0,90.0,109.0
600000,996.0,11.0,66.0,101.0,8.0,0.0,49.0,3.0,91.0,115.0
610000,996.0,10.0,51.0,99.0,9.0,0.0,47.0,8.0,97.0,117.0
620000,996.0,9.0,36.0,97.0,10.0,0.0,50.0,7.0,99.0,119.0
630000,996.0,7.0,30.0,96.0,10.0,0.0,35.0,12.0,99.0,120.0
640000,996.0,7.0,25.0,92.0,9.0,0.0,27.0,4.0,107.0,124.0
650000,996.0,5.0,19.0,91.0,10.0,0.0,26.0,3.0,102.0,125.0
660000,996.0,5.0,12.0,85.0,9.0,0.0,23.0,7.0,102.0,131.0
670000,996.0,5.0,11.0,84.0,6.0,0.0,15.0,4.0,105.0,132.0
680000,996.0,4.0,8.0,83.0,4.0,0.0,14.0,1.0,97.0,133.0
690000,996.0,4.0,7.0,83.0,4.0,0.0,12.0,1.0,93.0,133.0
700000,996.0,10.0,82.0,90.0,8.0,0.0,35.0,1.0,93.0,139.0
710000,996.0,8.0,60.0,89.0,8.0,0.0,46.0,4.0,93.0,140.0
720000,996.0,8.0,50.0,87.0,8.0,0.0,43.0,6.0,96.0,142.0
730000,996.0,7.0,30.0,85.0,8.0,0.0,54.0,4.0,92.0,144.0
740000,996.0,6.0,21.0,83.0,8.0,0.0,49.0,10.0,84.0,146.0
750000,996.0,6.0,15.0,81.0,7.0,0.0,37.0,10.0,82.0,148.0
760000,996.0,5.0,12.0,80.0,4.0,0.0,33.0,4.0,88.0,149.0
770000,996.0,3.0,6.0,78.0,5.0,0.0,30.0,2.0,93.0,151.0
780000,996.0,3.0,2.0,76.0,5.0,0.0,28.0,4.0,85.0,153.0
