mcsteps,1,2,3,4,5,6,7,8,9,10
0,7791.0,1061.0,953.0,110.0,28.0,0.0,136.0,0.0,0.0,28.0
10000,7791.0,988.0,807.0,110.0,48.0,0.0,226.0,11.0,2.0,28.0
20000,7791.0,915.0,684.0,109.0,66.0,0.0,277.0,30.0,15.0,29.0
30000,7791.0,835.0,570.0,109.0,86.0,0.0,313.0,30.0,53.0,29.0
40000,7791.0,780.0,490.0,108.0,94.0,0.0,329.0,35.0,88.0,30.0
50000,7791.0,706.0,403.0,108.0,109.0,0.0,344.0,37.0,130.0,30.0
60000,7791.0,641.0,341.0,108.0,124.0,0.0,331.0,43.0,175.0,30.0
70000,7791.0,574.0,272.0,108.0,133.0,0.0,332.0,42.0,221.0,30.0
80000,7791.0,500.0,227.0,106.0,142.0,0.0,315.0,36.0,273.0,32.0
90000,7791.0,446.0,181.0,105.0,143.0,0.0,293.0,43.0,315.0,33.0
100000,7791.0,426.0,254.0,114.0,158.0,0.0,268.0,44.0,366.0,37.0
110000,7791.0,385.0,204.0,114.0,166.0,0.0,259.0,35.0,415.0,37.0
120000,7791.0,337.0,174.0,114.0,176.0,0.0,245.0,26.0,459.0,37.0
130000,7791.0,298.0,139.0,114.0,172.0,0.0,235.0,34.0,488.0,37.0
140000,7791.0,262.0,115.0,113.0,163.0,0.0,220.0,24.0,531.0,38.0
150000,7791.0,230.0,98.0,112.0,168.0,0.0,205.0,20.0,561.0,39.0
160000,7791.0,192.0,79.0,110.0,166.0,1.0,172.0,35.0,592.0,41.0
170000,7791.0,165.0,68.0,109.0,160.0,1.0,151.0,24.0,630.0,42.0
180000,7791.0,134.0,53.0,109.0,144.0,1.0,139.0,16.0,662.0,42.0
190000,7791.0,105.0,38.0,109.0,133.0,1.0,133.0,16.0,681.0,42.0
200000,7791.0,107.0,114.0,119.0,124.0,1.0,133.0,16.0,704.0,45.0
210000,7791.0,95.0,85.0,119.0,117.0,1.0,137.0,15.0,726.0,45.0
220000,7791.0,79.0,66.0,117.0,114.0,1.0,134.0,15.0,745.0,47.0
230000,7791.0,68.0,48.0,116.0,105.0,1.0,120.0,18.0,769.0,48.0
240000,7791.0,54.0,36.0,114.0,107.0,1.0,110.0,14.0,792.0,50.0
250000,7791.0,40.0,29.0,113.0,99.0,0.0,93.0,13.0,814.0,51.0
260000,7791.0,32.0,20.0,112.0,89.0,0.0,81.0,14.0,833.0,52.0
270000,7791.0,30.0,15.0,109.0,76.0,1.0,70.0,8.0,854.0,55.0
280000,7791.0,25.0,11.0,108.0,62.0,1.0,58.0,10.0,866.0,56.0
290000,7791.0,20.0,7.0,105.0,52.0,1.0,56.0,4.0,877.0,59.0
300000,7789.0,24.0,85.0,115.0,40.0,1.0,64.0,10.0,885.0,62.0
310000,7789.0,19.0,64.0,112.0,41.0,1.0,67.0,9.0,903.0,65.0
320000,7789.0,16.0,46.0,110.0,40.0,1.0,66.0,10.0,917.0,67.0
330000,7789.0,11.0,29.0,108.0,39.0,1.0,73.0,6.0,929.0,69.0
340000,7789.0,9.0,23.0,104.0,38.0,1.0,67.0,10.0,937.0,73.0
350000,7789.0,7.0,14.0,98.0,37.0,1.0,59.0,9.0,953.0,79.0
360000,7789.0,5.0,9.0,98.0,33.0,0.0,51.0,9.0,966.0,79.0
370000,7789.0,2.0,4.0,96.0,30.0,0.0,45.0,6.0,979.0,81.0
380000,7789.0,2.0,2.0,95.0,24.0,0.0,39.0,3.0,989.0,82.0
390000,7789.0,1.0,2.0,95.0,22.0,1.0,32.0,4.0,995.0,82.0
400000,7787.0,5.0,69.0,102.0,19.0,0.0,59.0,4.0,1000.0,88.0
410000,7787.0,3.0,56.0,98.0,19.0,0.0,61.0,6.0,1008.0,92.0
420000,7787.0,0.0,42.0,95.0,19.0,0.0,56.0,7.0,1022.0,95.0
430000,7787.0,0.0,27.0,94.0,17.0,0.0,54.0,8.0,1038.0,96.0
440000,7787.0,0.0,21.0,93.0,14.0,0.0,48.0,4.0,1052.0,97.0
450000,7787.0,0.0,17.0,92.0,12.0,0.0,36.0,10.0,1061.0,98.0
460000,7787.0,0.0,12.0,89.0,12.0,0.0,33.0,6.0,1073.0,101.0
470000,7787.0,0.0,8.0,88.0,10.0,0.0,26.0,7.0,1083.0,102.0
480000,7787.0,0.0,8.0,86.0,8.0,0.0,23.0,1.0,1092.0,104.0
490000,7787.0,0.0,7.0,83.0,6.0,0.0,16.0,5.0,1096.0,107.0
500000,7784.0,8.0,76.0,88.0,6.0,0.0,41.0,5.0,1101.0,115.0
510000,7784.0,6.0,55.0,88.0,7.0,0.0,45.0,5.0,1114.0,115.0
520000,7784.0,6.0,40.0,86.0,6.0,0.0,53.0,5.0,1121.0,117.0
530000,7784.0,6.0,29.0,82.0,6.0,0.0,48.0,8.0,1134.0,121.0
