mcsteps,1,2,3,4,5,6,7,8,9,10
0,4918.0,1066.0,975.0,110.0,25.0,0.0,117.0,0.0,0.0,28.0
10000,4918.0,1000.0,824.0,110.0,47.0,0.0,207.0,10.0,2.0,28.0
20000,4918.0,924.0,718.0,109.0,67.0,0.0,251.0,30.0,13.0,29.0
30000,4918.0,838.0,598.0,109.0,99.0,1.0,309.0,30.0,33.0,29.0
40000,4918.0,760.0,502.0,109.0,120.0,1.0,319.0,49.0,31.0,29.0
50000,4918.0,679.0,411.0,109.0,139.0,1.0,350.0,32.0,52.0,29.0
60000,4918.0,622.0,329.0,109.0,146.0,1.0,358.0,42.0,37.0,29.0
70000,4918.0,548.0,282.0,109.0,162.0,1.0,356.0,33.0,83.0,29.0
80000,4918.0,487.0,234.0,109.0,174.0,1.0,325.0,55.0,86.0,29.0
90000,4918.0,429.0,192.0,109.0,171.0,1.0,312.0,28.0,105.0,29.0
100000,4916.0,422.0,261.0,119.0,169.0,1.0,295.0,38.0,103.0,32.0
110000,4916.0,393.0,231.0,119.0,168.0,1.0,290.0,27.0,79.0,32.0
120000,4916.0,362.0,196.0,119.0,177.0,1.0,268.0,37.0,116.0,32.0
130000,4916.0,327.0,168.0,119.0,180.0,1.0,244.0,41.0,121.0,32.0
140000,4916.0,292.0,138.0,118.0,178.0,1.0,236.0,32.0,122.0,33.0
150000,4916.0,252.0,111.0,117.0,172.0,1.0,222.0,29.0,126.0,34.0
160000,4916.0,222.0,93.0,117.0,157.0,1.0,202.0,24.0,124.0,34.0
170000,4916.0,195.0,77.0,116.0,138.0,0.0,190.0,19.0,154.0,35.0
180000,4916.0,166.0,59.0,116.0,128.0,0.0,171.0,29.0,137.0,35.0
190000,4916.0,132.0,48.0,116.0,119.0,0.0,148.0,20.0,136.0,35.0
200000,4916.0,135.0,122.0,126.0,92.0,0.0,145.0,24.0,119.0,38.0
210000,4916.0,122.0,94.0,125.0,90.0,0.0,147.0,15.0,122.0,39.0
220000,4916.0,105.0,75.0,125.0,86.0,0.0,131.0,19.0,148.0,39.0
230000,4916.0,84.0,60.0,125.0,90.0,0.0,123.0,16.0,149.0,39.0
240000,4916.0,71.0,45.0,125.0,83.0,0.0,114.0,12.0,133.0,39.0
250000,4916.0,59.0,35.0,125.0,77.0,0.0,103.0,12.0,128.0,39.0
260000,4916.0,49.0,31.0,125.0,57.0,0.0,85.0,13.0,114.0,39.0
270000,4916.0,43.0,22.0,125.0,51.0,0.0,75.0,11.0,134.0,39.0
280000,4916.0,35.0,17.0,125.0,47.0,0.0,65.0,8.0,126.0,39.0
290000,4916.0,29.0,12.0,124.0,39.0,0.0,56.0,9.0,111.0,40.0
300000,4916.0,36.0,88.0,133.0,32.0,0.0,72.0,6.0,98.0,44.0
310000,4916.0,29.0,72.0,133.0,33.0,0.0,68.0,11.0,108.0,44.0
320000,4916.0,24.0,55.0,132.0,32.0,0.0,69.0,9.0,102.0,45.0
330000,4916.0,22.0,39.0,131.0,27.0,0.0,65.0,8.0,100.0,46.0
340000,4916.0,17.0,31.0,131.0,27.0,0.0,54.0,14.0,93.0,46.0
350000,4916.0,16.0,22.0,131.0,24.0,0.0,44.0,12.0,112.0,46.0
360000,4916.0,14.0,17.0,131.0,24.0,0.0,37.0,8.0,109.0,46.0
370000,4916.0,11.0,11.0,130.0,21.0,0.0,34.0,4.0,109.0,47.0
380000,4916.0,8.0,8.0,128.0,18.0,0.0,25.0,8.0,114.0,49.0
390000,4916.0,7.0,4.0,128.0,15.0,0.0,23.0,4.0,112.0,49.0
400000,4916.0,13.0,78.0,138.0,16.0,0.0,43.0,5.0,107.0,52.0
410000,4916.0,10.0,51.0,137.0,16.0,0.0,56.0,4.0,100.0,53.0
420000,4916.0,6.0,40.0,133.0,19.0,0.0,53.0,7.0,109.0,57.0
430000,4916.0,5.0,31.0,132.0,19.0,0.0,52.0,5.0,104.0,58.0
440000,4916.0,2.0,27.0,130.0,20.0,0.0,40.0,7.0,105.0,60.0
450000,4916.0,2.0,17.0,130.0,19.0,0.0,42.0,4.0,113.0,60.0
460000,4916.0,2.0,11.0,130.0,17.0,0.0,40.0,7.0,99.0,60.0
470000,4916.0,2.0,9.0,130.0,13.0,0.0,34.0,5.0,94.0,60.0
480000,4916.0,1.0,3.0,130.0,12.0,0.0,33.0,4.0,100.0,60.0
490000,4916.0,0.0,2.0,130.0,10.0,0.0,25.0,6.0,96.0,60.0
500000,4915.0,8.0,62.0,139.0,10.0,0.0,57.0,5.0,99.0,64.0
510000,4915.0,6.0,41.0,139.0,11.0,0.0,61.0,10.0,109.0,64.0
520000,4915.0,5.0,30.0,139.0,10.0,0.0,54.0,8.0,117.0,64.0
530000,4915.0,3.0,25.0,139.0,10.0,0.0,45.0,9.0,124.0,64.0
540000,4915.0,3.0,19.0,135.0,9.0,0.0,40.0,6.0,137.0,68.0
550000,4915.0,3.0,12.0,135.0,9.0,0.0,32.0,8.0,141.0,68.0
560000,4915.0,3.0,9.0,134.0,8.0,1.0,26.0,5.0,143.0,69.0
570000,4915.0,1.0,6.0,134.0,9.0,0.0,23.0,4.0,150.0,69.0
580000,4915.0,1.0,3.0,133.0,8.0,0.0,23.0,1.0,145.0,70.0
590000,4915.0,1.0,1.0,133.0,7.0,0.0,21.0,2.0,134.0,70.0
